Geo_ID,Geo_Name
999,United States
35620,"New York-Newark-Jersey City, NY-NJ-PA"
31080,"Los Angeles-Long Beach-Anaheim, CA"
16980,"Chicago-Naperville-Elgin, IL-IN-WI"
19100,"Dallas-Fort Worth-Arlington, TX"
26420,"Houston-The Woodlands-Sugar Land, TX"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
12060,"Atlanta-Sandy Springs-Alpharetta, GA"
38060,"Phoenix-Mesa-Chandler, AZ"
14460,"Boston-Cambridge-Newton, MA-NH"
41860,"San Francisco-Oakland-Berkeley, CA"
40140,"Riverside-San Bernardino-Ontario, CA"
19820,"Detroit-Warren-Dearborn, MI"
42660,"Seattle-Tacoma-Bellevue, WA"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
41740,"San Diego-Chula Vista-Carlsbad, CA"
45300,"Tampa-St. Petersburg-Clearwater, FL"
19740,"Denver-Aurora-Lakewood, CO"
41180,"St. Louis, MO-IL"
12580,"Baltimore-Columbia-Towson, MD"
16740,"Charlotte-Concord-Gastonia, NC-SC"
36740,"Orlando-Kissimmee-Sanford, FL"
41700,"San Antonio-New Braunfels, TX"
38900,"Portland-Vancouver-Hillsboro, OR-WA"
40900,"Sacramento-Roseville-Folsom, CA"
38300,"Pittsburgh, PA"
12420,"Austin-Round Rock-Georgetown, TX"
29820,"Las Vegas-Henderson-Paradise, NV"
17140,"Cincinnati, OH-KY-IN"
28140,"Kansas City, MO-KS"
18140,"Columbus, OH"
26900,"Indianapolis-Carmel-Anderson, IN"
17460,"Cleveland-Elyria, OH"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
41940,"San Jose-Sunnyvale-Santa Clara, CA"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
39300,"Providence-Warwick, RI-MA"
27260,"Jacksonville, FL"
33340,"Milwaukee-Waukesha, WI"
36420,"Oklahoma City, OK"
39580,"Raleigh-Cary, NC"
32820,"Memphis, TN-MS-AR"
40060,"Richmond, VA"
31140,"Louisville/Jefferson County, KY-IN"
35380,"New Orleans-Metairie, LA"
41620,"Salt Lake City, UT"
25540,"Hartford-East Hartford-Middletown, CT"
15380,"Buffalo-Cheektowaga, NY"
13820,"Birmingham-Hoover, AL"
40380,"Rochester, NY"
24340,"Grand Rapids-Kentwood, MI"
46060,"Tucson, AZ"
23420,"Fresno, CA"
46140,"Tulsa, OK"
46520,"Urban Honolulu, HI"
36540,"Omaha-Council Bluffs, NE-IA"
49340,"Worcester, MA-CT"
14860,"Bridgeport-Stamford-Norwalk, CT"
10740,"Albuquerque, NM"
24860,"Greenville-Anderson, SC"
10580,"Albany-Schenectady-Troy, NY"
12540,"Bakersfield, CA"
32580,"McAllen-Edinburg-Mission, TX"
12940,"Baton Rouge, LA"
21340,"El Paso, TX"
28940,"Knoxville, TN"
35300,"New Haven-Milford, CT"
17900,"Columbia, SC"
10900,"Allentown-Bethlehem-Easton, PA-NJ"
37100,"Oxnard-Thousand Oaks-Ventura, CA"
35840,"North Port-Sarasota-Bradenton, FL"
16700,"Charleston-North Charleston, SC"
19430,"Dayton-Kettering, OH"
14260,"Boise City, ID"
24660,"Greensboro-High Point, NC"
44700,"Stockton, CA"
17820,"Colorado Springs, CO"
15980,"Cape Coral-Fort Myers, FL"
30780,"Little Rock-North Little Rock-Conway, AR"
19780,"Des Moines-West Des Moines, IA"
44140,"Springfield, MA"
10420,"Akron, OH"
29460,"Lakeland-Winter Haven, FL"
36260,"Ogden-Clearfield, UT"
39100,"Poughkeepsie-Newburgh-Middletown, NY"
39340,"Provo-Orem, UT"
49180,"Winston-Salem, NC"
19660,"Deltona-Daytona Beach-Ormond Beach, FL"
31540,"Madison, WI"
45060,"Syracuse, NY"
20500,"Durham-Chapel Hill, NC"
48620,"Wichita, KS"
45780,"Toledo, OH"
12260,"Augusta-Richmond County, GA-SC"
37340,"Palm Bay-Melbourne-Titusville, FL"
27140,"Jackson, MS"
44060,"Spokane-Spokane Valley, WA"
25420,"Harrisburg-Carlisle, PA"
16860,"Chattanooga, TN-GA"
42540,"Scranton--Wilkes-Barre, PA"
38860,"Portland-South Portland, ME"
29620,"Lansing-East Lansing, MI"
29540,"Lancaster, PA"
33700,"Modesto, CA"
49660,"Youngstown-Warren-Boardman, OH-PA"
22220,"Fayetteville-Springdale-Rogers, AR"
22180,"Fayetteville, NC"
30460,"Lexington-Fayette, KY"
37860,"Pensacola-Ferry Pass-Brent, FL"
29180,"Lafayette, LA"
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
39900,"Reno, NV"
42220,"Santa Rosa-Petaluma, CA"
38940,"Port St. Lucie, FL"
11700,"Asheville, NC"
28660,"Killeen-Temple, TX"
26620,"Huntsville, AL"
44180,"Springfield, MO"
47300,"Visalia, CA"
49620,"York-Hanover, PA"
42200,"Santa Maria-Santa Barbara, CA"
46700,"Vallejo, CA"
33660,"Mobile, AL"
15180,"Brownsville-Harlingen, TX"
18580,"Corpus Christi, TX"
41420,"Salem, OR"
41540,"Salisbury, MD-DE"
41500,"Salinas, CA"
39740,"Reading, PA"
25060,"Gulfport-Biloxi, MS"
31700,"Manchester-Nashua, NH"
23060,"Fort Wayne, IN"
11260,"Anchorage, AK"
22420,"Flint, MI"
43340,"Shreveport-Bossier City, LA"
37900,"Peoria, IL"
13140,"Beaumont-Port Arthur, TX"
15940,"Canton-Massillon, OH"
42340,"Savannah, GA"
45220,"Tallahassee, FL"
21660,"Eugene-Springfield, OR"
33860,"Montgomery, AL"
34940,"Naples-Marco Island, FL"
19340,"Davenport-Moline-Rock Island, IA-IL"
25860,"Hickory-Lenoir-Morganton, NC"
45940,"Trenton-Princeton, NJ"
11460,"Ann Arbor, MI"
36100,"Ocala, FL"
26580,"Huntington-Ashland, WV-KY-OH"
22660,"Fort Collins, CO"
40420,"Rockford, IL"
30700,"Lincoln, NE"
23540,"Gainesville, FL"
24540,"Greeley, CO"
14500,"Boulder, CO"
43900,"Spartanburg, SC"
31180,"Lubbock, TX"
43780,"South Bend-Mishawaka, IN-MI"
24580,"Green Bay, WI"
17980,"Columbus, GA-AL"
40220,"Roanoke, VA"
21780,"Evansville, IN-KY"
28700,"Kingsport-Bristol, TN-VA"
17300,"Clarksville, TN-KY"
28420,"Kennewick-Richland, WA"
48900,"Wilmington, NC"
46540,"Utica-Rome, NY"
25180,"Hagerstown-Martinsburg, MD-WV"
36500,"Olympia-Lacey-Tumwater, WA"
30980,"Longview, TX"
20260,"Duluth, MN-WI"
29700,"Laredo, TX"
42020,"San Luis Obispo-Paso Robles, CA"
47380,"Waco, TX"
16300,"Cedar Rapids, IA"
17780,"College Station-Bryan, TX"
43620,"Sioux Falls, SD"
14740,"Bremerton-Silverdale-Port Orchard, WA"
32900,"Merced, CA"
11100,"Amarillo, TX"
12100,"Atlantic City-Hammonton, NJ"
18880,"Crestview-Fort Walton Beach-Destin, FL"
21500,"Erie, PA"
35980,"Norwich-New London, CT"
42100,"Santa Cruz-Watsonville, CA"
16620,"Charleston, WV"
31340,"Lynchburg, VA"
28020,"Kalamazoo-Portage, MI"
22900,"Fort Smith, AR-OK"
49420,"Yakima, WA"
22020,"Fargo, ND-MN"
46220,"Tuscaloosa, AL"
39150,"Prescott Valley-Prescott, AZ"
13780,"Binghamton, NY"
11540,"Appleton, WI"
46340,"Tyler, TX"
31420,"Macon-Bibb County, GA"
45820,"Topeka, KS"
13380,"Bellingham, WA"
29200,"Lafayette-West Lafayette, IN"
40340,"Rochester, MN"
16580,"Champaign-Urbana, IL"
29740,"Las Cruces, NM"
19300,"Daphne-Fairhope-Foley, AL"
15540,"Burlington-South Burlington, VT"
12700,"Barnstable Town, MA"
32780,"Medford, OR"
16820,"Charlottesville, VA"
25940,"Hilton Head Island-Bluffton, SC"
30100,"Lebanon, NH-VT Micropolitan Statistical Area"
29420,"Lake Havasu City-Kingman, AZ"
29340,"Lake Charles, LA"
12020,"Athens-Clarke County, GA"
26380,"Houma-Thibodaux, LA"
49740,"Yuma, AZ"
22500,"Florence, SC"
17860,"Columbia, MO"
17020,"Chico, CA"
44100,"Springfield, IL"
33740,"Monroe, LA"
27340,"Jacksonville, NC"
41060,"St. Cloud, MN"
27740,"Johnson City, TN"
21140,"Elkhart-Goshen, IN"
23580,"Gainesville, GA"
25900,"Hilo, HI Micropolitan Statistical Area"
39540,"Racine, WI"
40980,"Saginaw, MI"
13460,"Bend, OR"
45460,"Terre Haute, IN"
39460,"Punta Gorda, FL"
47580,"Warner Robins, GA"
13740,"Billings, MT"
41100,"St. George, UT"
45860,"Torrington, CT Micropolitan Statistical Area"
28740,"Kingston, NY"
14540,"Bowling Green, KY"
20100,"Dover, DE"
27900,"Joplin, MO"
24780,"Greenville, NC"
27180,"Jackson, TN"
39820,"Redding, CA"
33260,"Midland, TX"
20940,"El Centro, CA"
26980,"Iowa City, IA"
49700,"Yuba City, CA"
15500,"Burlington, NC"
20700,"East Stroudsburg, PA"
34740,"Muskegon, MI"
10180,"Abilene, TX"
37460,"Panama City, FL"
36780,"Oshkosh-Neenah, WI"
20740,"Eau Claire, WI"
13980,"Blacksburg-Christiansburg, VA"
14010,"Bloomington, IL"
39380,"Pueblo, CO"
47940,"Waterloo-Cedar Falls, IA"
17660,"Coeur d'Alene, ID"
14020,"Bloomington, IN"
46180,"Tupelo, MS Micropolitan Statistical Area"
25620,"Hattiesburg, MS"
44300,"State College, PA"
36220,"Odessa, TX"
27980,"Kahului-Wailuku-Lahaina, HI"
48140,"Wausau-Weston, WI"
27500,"Janesville-Beloit, WI"
12220,"Auburn-Opelika, AL"
24300,"Grand Junction, CO"
42680,"Sebastian-Vero Beach, FL"
27100,"Jackson, MI"
21060,"Elizabethtown-Fort Knox, KY"
31460,"Madera, CA"
25260,"Hanford-Corcoran, CA"
16540,"Chambersburg-Waynesboro, PA"
12620,"Bangor, ME"
26820,"Idaho Falls, ID"
10780,"Alexandria, LA"
19460,"Decatur, AL"
18180,"Concord, NH Micropolitan Statistical Area"
33780,"Monroe, MI"
45900,"Traverse City, MI Micropolitan Statistical Area"
35660,"Niles, MI"
27620,"Jefferson City, MO"
10500,"Albany, GA"
30940,"London, KY Micropolitan Statistical Area"
40580,"Rocky Mount, NC"
26140,"Homosassa Springs, FL"
45500,"Texarkana, TX-AR"
48660,"Wichita Falls, TX"
20020,"Dothan, AL"
47220,"Vineland-Bridgeton, NJ"
22380,"Flagstaff, AZ"
36837,"Ottawa, IL Micropolitan Statistical Area"
22520,"Florence-Muscle Shoals, AL"
46660,"Valdosta, GA"
42140,"Santa Fe, NM"
30860,"Logan, UT-ID"
43580,"Sioux City, IA-NE-SD"
49020,"Winchester, VA-WV"
44940,"Sumter, SC"
30140,"Lebanon, PA"
19140,"Dalton, GA"
34100,"Morristown, TN"
39660,"Rapid City, SD"
39060,"Pottsville, PA Micropolitan Statistical Area"
48540,"Wheeling, WV-OH"
34060,"Morgantown, WV"
43300,"Sherman-Denison, TX"
25220,"Hammond, LA"
29100,"La Crosse-Onalaska, WI-MN"
21700,"Eureka-Arcata, CA Micropolitan Statistical Area"
45540,"The Villages, FL"
16060,"Carbondale-Marion, IL"
27860,"Jonesboro, AR"
25500,"Harrisonburg, VA"
34900,"Napa, CA"
44220,"Springfield, OH"
31300,"Lumberton, NC Micropolitan Statistical Area"
13900,"Bismarck, ND"
31740,"Manhattan, KS"
12980,"Battle Creek, MI"
27780,"Johnstown, PA"
22140,"Farmington, NM"
43420,"Sierra Vista-Douglas, AZ"
38340,"Pittsfield, MA"
10540,"Albany-Lebanon, OR"
34580,"Mount Vernon-Anacortes, WA"
30020,"Lawton, OK"
24020,"Glens Falls, NY"
35100,"New Bern, NC"
27460,"Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area"
11180,"Ames, IA"
41140,"St. Joseph, MO-KS"
17420,"Cleveland, TN"
12300,"Augusta-Waterville, ME Micropolitan Statistical Area"
44420,"Staunton, VA"
11020,"Altoona, PA"
24140,"Goldsboro, NC"
13220,"Beckley, WV"
48300,"Wenatchee, WA"
33540,"Missoula, MT"
31900,"Mansfield, OH"
29940,"Lawrence, KS"
26090,"Holland, MI Micropolitan Statistical Area"
36980,"Owensboro, KY"
41660,"San Angelo, TX"
15260,"Brunswick, GA"
48260,"Weirton-Steubenville, WV-OH"
43100,"Sheboygan, WI"
48060,"Watertown-Fort Drum, NY"
18260,"Cookeville, TN Micropolitan Statistical Area"
49300,"Wooster, OH Micropolitan Statistical Area"
15680,"California-Lexington Park, MD"
14580,"Bozeman, MT Micropolitan Statistical Area"
11500,"Anniston-Oxford, AL"
43320,"Show Low, AZ Micropolitan Statistical Area"
40700,"Roseburg, OR Micropolitan Statistical Area"
34620,"Muncie, IN"
48700,"Williamsport, PA"
46300,"Twin Falls, ID"
33140,"Michigan City-La Porte, IN"
31020,"Longview, WA"
28100,"Kankakee, IL"
14140,"Bluefield, WV-VA Micropolitan Statistical Area"
36300,"Ogdensburg-Massena, NY Micropolitan Statistical Area"
30340,"Lewiston-Auburn, ME"
32940,"Meridian, MS Micropolitan Statistical Area"
40080,"Richmond-Berea, KY Micropolitan Statistical Area"
31860,"Mankato, MN"
28060,"Kalispell, MT Micropolitan Statistical Area"
42700,"Sebring-Avon Park, FL"
38240,"Pinehurst-Southern Pines, NC Micropolitan Statistical Area"
46100,"Tullahoma-Manchester, TN Micropolitan Statistical Area"
19500,"Decatur, IL"
23900,"Gettysburg, PA"
13020,"Bay City, MI"
27060,"Ithaca, NY"
48580,"Whitewater, WI Micropolitan Statistical Area"
22540,"Fond du Lac, WI"
24220,"Grand Forks, ND-MN"
30620,"Lima, OH"
41400,"Salem, OH Micropolitan Statistical Area"
21820,"Fairbanks, AK"
29300,"LaGrange, GA-AL Micropolitan Statistical Area"
23460,"Gadsden, AL"
19260,"Danville, VA Micropolitan Statistical Area"
46020,"Truckee-Grass Valley, CA Micropolitan Statistical Area"
16940,"Cheyenne, WY"
43140,"Shelby, NC Micropolitan Statistical Area"
34180,"Moses Lake, WA Micropolitan Statistical Area"
11780,"Ashtabula, OH Micropolitan Statistical Area"
14660,"Brainerd, MN Micropolitan Statistical Area"
47020,"Victoria, TX"
26300,"Hot Springs, AR"
40660,"Rome, GA"
10300,"Adrian, MI Micropolitan Statistical Area"
19060,"Cumberland, MD-WV"
38540,"Pocatello, ID"
37140,"Paducah, KY-IL Micropolitan Statistical Area"
16020,"Cape Girardeau, MO-IL"
38220,"Pine Bluff, AR"
20220,"Dubuque, IA"
10700,"Albertville, AL Micropolitan Statistical Area"
18500,"Corning, NY Micropolitan Statistical Area"
42940,"Sevierville, TN Micropolitan Statistical Area"
17220,"Clarksburg, WV Micropolitan Statistical Area"
36140,"Ocean City, NJ"
18700,"Corvallis, OR"
35420,"New Philadelphia-Dover, OH Micropolitan Statistical Area"
25840,"Hermiston-Pendleton, OR Micropolitan Statistical Area"
44980,"Sunbury, PA Micropolitan Statistical Area"
36700,"Orangeburg, SC Micropolitan Statistical Area"
31260,"Lufkin, TX Micropolitan Statistical Area"
13180,"Beaver Dam, WI Micropolitan Statistical Area"
37620,"Parkersburg-Vienna, WV"
24420,"Grants Pass, OR"
46380,"Ukiah, CA Micropolitan Statistical Area"
35260,"New Castle, PA Micropolitan Statistical Area"
11980,"Athens, TX Micropolitan Statistical Area"
40780,"Russellville, AR Micropolitan Statistical Area"
49780,"Zanesville, OH Micropolitan Statistical Area"
26860,"Indiana, PA Micropolitan Statistical Area"
18980,"Cullman, AL Micropolitan Statistical Area"
32740,"Meadville, PA Micropolitan Statistical Area"
48020,"Watertown-Fort Atkinson, WI Micropolitan Statistical Area"
36020,"Oak Harbor, WA Micropolitan Statistical Area"
21300,"Elmira, NY"
29860,"Laurel, MS Micropolitan Statistical Area"
33220,"Midland, MI"
25980,"Hinesville, GA"
14100,"Bloomsburg-Berwick, PA"
25740,"Helena, MT Micropolitan Statistical Area"
29020,"Kokomo, IN"
36660,"Opelousas, LA Micropolitan Statistical Area"
48980,"Wilson, NC Micropolitan Statistical Area"
38460,"Plattsburgh, NY Micropolitan Statistical Area"
44660,"Stillwater, OK Micropolitan Statistical Area"
24500,"Great Falls, MT"
16220,"Casper, WY"
18020,"Columbus, IN"
45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area"
16500,"Centralia, WA Micropolitan Statistical Area"
42860,"Seneca, SC Micropolitan Statistical Area"
42620,"Searcy, AR Micropolitan Statistical Area"
31820,"Manitowoc, WI Micropolitan Statistical Area"
12180,"Auburn, NY Micropolitan Statistical Area"
20180,"DuBois, PA Micropolitan Statistical Area"
33500,"Minot, ND Micropolitan Statistical Area"
47700,"Warsaw, IN Micropolitan Statistical Area"
24060,"Glenwood Springs, CO Micropolitan Statistical Area"
28300,"Keene, NH Micropolitan Statistical Area"
25720,"Heber, UT Micropolitan Statistical Area"
44340,"Statesboro, GA Micropolitan Statistical Area"
37260,"Palatka, FL Micropolitan Statistical Area"
38820,"Port Angeles, WA Micropolitan Statistical Area"
36460,"Olean, NY Micropolitan Statistical Area"
17060,"Chillicothe, OH Micropolitan Statistical Area"
19180,"Danville, IL"
24260,"Grand Island, NE"
22300,"Findlay, OH Micropolitan Statistical Area"
39020,"Portsmouth, OH Micropolitan Statistical Area"
41780,"Sandusky, OH Micropolitan Statistical Area"
26660,"Huntsville, TX Micropolitan Statistical Area"
39500,"Quincy, IL-MO Micropolitan Statistical Area"
10140,"Aberdeen, WA Micropolitan Statistical Area"
43740,"Somerset, PA Micropolitan Statistical Area"
49220,"Wisconsin Rapids-Marshfield, WI Micropolitan Statistical Area"
40260,"Roanoke Rapids, NC Micropolitan Statistical Area"
23180,"Frankfort, KY Micropolitan Statistical Area"
28580,"Key West, FL Micropolitan Statistical Area"
34340,"Mount Airy, NC Micropolitan Statistical Area"
27600,"Jefferson, GA Micropolitan Statistical Area"
43060,"Shawnee, OK Micropolitan Statistical Area"
22840,"Fort Payne, AL Micropolitan Statistical Area"
34380,"Mount Pleasant, MI Micropolitan Statistical Area"
33980,"Morehead City, NC Micropolitan Statistical Area"
29380,"Lake City, FL Micropolitan Statistical Area"
44620,"Stevens Point, WI Micropolitan Statistical Area"
24940,"Greenwood, SC Micropolitan Statistical Area"
26020,"Hobbs, NM Micropolitan Statistical Area"
28180,"Kapaa, HI Micropolitan Statistical Area"
28900,"Klamath Falls, OR Micropolitan Statistical Area"
23700,"Gallup, NM Micropolitan Statistical Area"
35900,"North Wilkesboro, NC Micropolitan Statistical Area"
34780,"Muskogee, OK Micropolitan Statistical Area"
24620,"Greeneville, TN Micropolitan Statistical Area"
22580,"Forest City, NC Micropolitan Statistical Area"
40100,"Rio Grande City-Roma, TX Micropolitan Statistical Area"
10460,"Alamogordo, NM Micropolitan Statistical Area"
22100,"Farmington, MO Micropolitan Statistical Area"
34860,"Nacogdoches, TX Micropolitan Statistical Area"
22060,"Faribault-Northfield, MN Micropolitan Statistical Area"
31980,"Marion, IN Micropolitan Statistical Area"
39980,"Richmond, IN Micropolitan Statistical Area"
32020,"Marion, OH Micropolitan Statistical Area"
23860,"Georgetown, SC Micropolitan Statistical Area"
32100,"Marquette, MI Micropolitan Statistical Area"
18300,"Coos Bay, OR Micropolitan Statistical Area"
17340,"Clearlake, CA Micropolitan Statistical Area"
11900,"Athens, OH Micropolitan Statistical Area"
20140,"Dublin, GA Micropolitan Statistical Area"
43220,"Shelton, WA Micropolitan Statistical Area"
27530,"Jasper, AL Micropolitan Statistical Area"
10620,"Albemarle, NC Micropolitan Statistical Area"
39780,"Red Bluff, CA Micropolitan Statistical Area"
43700,"Somerset, KY Micropolitan Statistical Area"
32300,"Martinsville, VA Micropolitan Statistical Area"
40740,"Roswell, NM Micropolitan Statistical Area"
29060,"Laconia, NH Micropolitan Statistical Area"
26460,"Hudson, NY Micropolitan Statistical Area"
12660,"Baraboo, WI Micropolitan Statistical Area"
31940,"Marinette, WI-MI Micropolitan Statistical Area"
23940,"Gillette, WY Micropolitan Statistical Area"
30300,"Lewiston, ID-WA"
34540,"Mount Vernon, OH Micropolitan Statistical Area"
47460,"Walla Walla, WA"
26740,"Hutchinson, KS Micropolitan Statistical Area"
41820,"Sanford, NC Micropolitan Statistical Area"
21420,"Enid, OK"
16660,"Charleston-Mattoon, IL Micropolitan Statistical Area"
24180,"Granbury, TX Micropolitan Statistical Area"
18900,"Crossville, TN Micropolitan Statistical Area"
44780,"Sturgis, MI Micropolitan Statistical Area"
37300,"Palestine, TX Micropolitan Statistical Area"
42380,"Sayre, PA Micropolitan Statistical Area"
36580,"Oneonta, NY Micropolitan Statistical Area"
39940,"Rexburg, ID Micropolitan Statistical Area"
44260,"Starkville, MS Micropolitan Statistical Area"
22260,"Fergus Falls, MN Micropolitan Statistical Area"
31930,"Marietta, OH Micropolitan Statistical Area"
20580,"Eagle Pass, TX Micropolitan Statistical Area"
41460,"Salina, KS Micropolitan Statistical Area"
18060,"Columbus, MS Micropolitan Statistical Area"
40860,"Rutland, VT Micropolitan Statistical Area"
23380,"Fremont, OH Micropolitan Statistical Area"
35940,"Norwalk, OH Micropolitan Statistical Area"
12740,"Barre, VT Micropolitan Statistical Area"
11620,"Ardmore, OK Micropolitan Statistical Area"
22800,"Fort Madison-Keokuk, IA-IL-MO Micropolitan Statistical Area"
12860,"Batavia, NY Micropolitan Statistical Area"
15660,"Calhoun, GA Micropolitan Statistical Area"
20780,"Edwards, CO Micropolitan Statistical Area"
20420,"Durango, CO Micropolitan Statistical Area"
16100,"Carlsbad-Artesia, NM Micropolitan Statistical Area"
19000,"Cullowhee, NC Micropolitan Statistical Area"
23500,"Gaffney, SC Micropolitan Statistical Area"
14380,"Boone, NC Micropolitan Statistical Area"
38100,"Picayune, MS Micropolitan Statistical Area"
